ID	ParentValues	ChildValues
102220	v102130 == 1	0
102230	v102130 == 1	0
102260	v102250 == 1	0
102270	v102250 == 1	0
102280	v102250 == 1	0
102290	v102250 == 1	0
102300	v102250 == 1	0
102310	v102250 == 1	0
102320	v102250 == 1	0
102330	v102250 == 1	0
102340	v102250 == 1	0
102350	v102250 == 1	0
102360	v102250 == 1	0
102370	v102250 == 1	0
102380	v102250 == 1	0
102410	v102400 == 1	0
102420	v102400 == 1	0
102430	v102400 == 1	0
102440	v102400 == 1	0
102450	v102400 == 1	0
102460	v102400 == 1	0
102470	v102400 == 1	0
102480	v102400 == 1	0
102490	v102400 == 1	0
102500	v102400 == 1	0
102530	v102520 == 1	0
102540	v102520 == 1	0
102620	v102520 == 1	0
102710	v102700 == 1	0
102720	v102700 == 1	0
102730	v102700 == 1	0
102740	v102700 == 1	0
102750	v102700 == 1	0
102760	v102700 == 1	0
102770	v102700 == 1	0
102780	v102700 == 1	0
102810	v102800 == 1	0
102820	v102800 == 1	0
102830	v102800 == 1	0
102840	v102800 == 1	0
102850	v102800 == 1	0
102860	v102800 == 1	0
102870	v102800 == 1	0
102880	v102800 == 1	0
102890	v102800 == 1	0
102900	v102800 == 1	0
102910	v102800 == 1	0
102940	v102930 == 1	0
102950	v102930 == 1	0
102960	v102930 == 1	0
102970	v102930 == 1	0
102980	v102930 == 1	0
103010	v103000 == 1	0
103020	v103000 == 1	0
103030	v103000 == 1	0
103040	v103000 == 1	0
103050	v103000 == 1	0
103060	v103000 == 1	0
103070	v103000 == 1	0
103080	v103000 == 1	0
103090	v103000 == 1	0
103100	v103000 == 1	0
103150	v103140 == 1	0
103160	v103140 == 1	0
103170	v103140 == 1	0
103180	v103140 == 1	0
103190	v103140 == 1	0
103200	v103140 == 1	0
103210	v103140 == 1	0
103220	v103140 == 1	0
103230	v103140 == 1	0
103260	v103250 == 1	0
103270	v103250 == 1	0
103280	v103250 == 1	0
103290	v103250 == 1	0
104000	v103990 == 1	0
104010	v103990 == 1	0
104020	v103990 == 1	0
104030	v103990 == 1	0
104050	v103990 == 1	0
104060	v103990 == 1	0
104070	v103990 == 1	0
104080	v103990 == 1	0
104090	v103990 == 1	0
104100	v103990 == 1	0
104110	v103990 == 1	0
104120	v103990 == 1	0
104130	v103990 == 1	0
104140	v103990 == 1	0
104150	v103990 == 1	0
104160	v103990 == 1	0
104170	v103990 == 1	0
104180	v103990 == 1	0
104190	v103990 == 1	0
104200	v103990 == 1	0
104210	v103990 == 1	0
104220	v103990 == 1	0
104230	v103990 == 1	0
104240	v103990 == 1	0
104250	v103990 == 1	0
104260	v103990 == 1	0
104270	v103990 == 1	0
104280	v103990 == 1	0
104290	v103990 == 1	0
104300	v103990 == 1	0
104310	v103990 == 1	0
104320	v103990 == 1	0
104330	v103990 == 1	0
104340	v103990 == 1	0
104350	v103990 == 1	0
104360	v103990 == 1	0
104370	v103990 == 1	0
104380	v103990 == 1	0
104410	v104400 == 1	0
104420	v104400 == 1	0
104430	v104400 == 1	0
104440	v104400 == 1	0
104450	v104400 == 1	0
104460	v104400 == 1	0
104470	v104400 == 1	0
104480	v104400 == 1	0
104490	v104400 == 1	0
104500	v104400 == 1	0
104510	v104400 == 1	0
104520	v104400 == 1	0
104530	v104400 == 1	0
104540	v104400 == 1	0
104550	v104400 == 1	0
104560	v104400 == 1	0
104570	v104400 == 1	0
104580	v104400 == 1	0
104590	v104400 == 1	0
